Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
346,a,c,8090.0,0.0,0.0,0,0.0,0.0,0
347,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
348,a,a,16490.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
349,c,c,1490.0,4.0,2009.0,0,0.0,0.0,0
350,d,a,8880.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
351,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
352,d,c,6360.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
353,b,b,900.0,0.0,0.0,1,14.0,2013.0,"Feb,May,Aug,Nov"
354,d,c,1500.0,10.0,2005.0,0,0.0,0.0,0
355,a,c,9720.0,8.0,2013.0,0,0.0,0.0,0
356,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
357,a,a,2060.0,10.0,2008.0,0,0.0,0.0,0
358,a,a,2890.0,10.0,2003.0,0,0.0,0.0,0
359,d,c,4370.0,0.0,0.0,0,0.0,0.0,0
360,a,a,2040.0,6.0,2007.0,0,0.0,0.0,0
361,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
362,c,c,340.0,0.0,0.0,0,0.0,0.0,0
363,a,a,250.0,9.0,2009.0,0,0.0,0.0,0
364,a,c,13620.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
365,c,a,2410.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
366,d,c,6470.0,12.0,2004.0,0,0.0,0.0,0
367,d,c,2640.0,9.0,2012.0,0,0.0,0.0,0
368,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
369,d,c,5870.0,4.0,2014.0,0,0.0,0.0,0
370,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
371,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
372,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
373,d,c,11120.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
374,a,a,1150.0,9.0,2007.0,0,0.0,0.0,0
375,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
376,a,a,160.0,8.0,2012.0,0,0.0,0.0,0
377,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
378,a,c,2140.0,8.0,2012.0,0,0.0,0.0,0
379,d,a,6630.0,0.0,0.0,0,0.0,0.0,0
380,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
381,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
382,c,c,26130.0,11.0,2002.0,0,0.0,0.0,0
383,a,c,350.0,0.0,0.0,0,0.0,0.0,0
384,a,c,130.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
385,d,a,4580.0,9.0,2007.0,0,0.0,0.0,0
386,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
387,c,a,210.0,0.0,0.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
388,a,a,2260.0,0.0,0.0,0,0.0,0.0,0
389,a,c,6690.0,8.0,2011.0,0,0.0,0.0,0
390,a,c,1600.0,4.0,2009.0,0,0.0,0.0,0
391,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
392,a,a,2120.0,0.0,0.0,0,0.0,0.0,0
393,d,c,4820.0,3.0,2008.0,0,0.0,0.0,0
394,d,a,10850.0,0.0,0.0,0,0.0,0.0,0
395,a,a,3620.0,2.0,2013.0,0,0.0,0.0,0
396,a,c,23130.0,0.0,0.0,0,0.0,0.0,0
397,a,c,130.0,0.0,0.0,1,27.0,2013.0,"Feb,May,Aug,Nov"
398,c,c,1540.0,0.0,0.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
399,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
400,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
401,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
402,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
403,a,a,4970.0,7.0,2015.0,0,0.0,0.0,0
404,a,c,1420.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
405,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
406,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov"
407,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov"
408,c,a,1560.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
409,d,c,840.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
410,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
411,d,c,8460.0,0.0,0.0,0,0.0,0.0,0
412,d,c,4460.0,0.0,0.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
413,a,c,760.0,9.0,2014.0,0,0.0,0.0,0
414,d,c,6210.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
415,d,c,6910.0,4.0,2005.0,0,0.0,0.0,0
416,a,c,4650.0,6.0,2014.0,0,0.0,0.0,0
417,a,c,840.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
418,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
419,c,a,1620.0,9.0,2009.0,0,0.0,0.0,0
420,d,c,250.0,0.0,0.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
421,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
422,a,c,2880.0,0.0,0.0,0,0.0,0.0,0
423,b,a,1270.0,5.0,2014.0,0,0.0,0.0,0
424,d,c,1250.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
425,d,c,1460.0,0.0,0.0,0,0.0,0.0,0
426,a,a,250.0,0.0,0.0,0,0.0,0.0,0
427,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
428,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
429,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
430,d,c,12870.0,10.0,2008.0,0,0.0,0.0,0
431,d,c,4520.0,0.0,0.0,0,0.0,0.0,0
432,a,a,810.0,5.0,2013.0,0,0.0,0.0,0
433,a,c,30030.0,11.0,2010.0,0,0.0,0.0,0
434,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
435,a,a,910.0,0.0,0.0,0,0.0,0.0,0
436,d,a,2300.0,0.0,0.0,0,0.0,0.0,0
437,c,c,430.0,0.0,0.0,1,50.0,2010.0,"Jan,Apr,Jul,Oct"
438,d,c,1110.0,0.0,0.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
439,a,a,1350.0,9.0,2009.0,0,0.0,0.0,0
440,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
441,d,a,2530.0,0.0,0.0,0,0.0,0.0,0
442,c,a,500.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
443,d,a,11400.0,12.0,2005.0,0,0.0,0.0,0
444,c,a,1700.0,11.0,2009.0,0,0.0,0.0,0
445,a,a,240.0,0.0,0.0,0,0.0,0.0,0
446,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
447,a,c,1510.0,9.0,2013.0,0,0.0,0.0,0
448,a,c,3970.0,9.0,2009.0,0,0.0,0.0,0
449,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
450,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
451,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
452,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov"
453,a,c,75860.0,0.0,0.0,0,0.0,0.0,0
454,a,a,26450.0,0.0,0.0,0,0.0,0.0,0
455,d,c,7660.0,9.0,2010.0,0,0.0,0.0,0
456,a,c,140.0,0.0,0.0,0,0.0,0.0,0
457,d,c,13140.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
458,c,a,3390.0,0.0,0.0,0,0.0,0.0,0
459,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
460,a,a,34050.0,4.0,2008.0,0,0.0,0.0,0
461,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
462,a,a,44320.0,8.0,2008.0,0,0.0,0.0,0
463,a,a,4160.0,0.0,0.0,0,0.0,0.0,0
464,c,a,520.0,3.0,2009.0,0,0.0,0.0,0
465,d,c,10890.0,4.0,2005.0,0,0.0,0.0,0
466,a,c,3110.0,3.0,2003.0,0,0.0,0.0,0
467,a,c,20390.0,4.0,2008.0,0,0.0,0.0,0
468,c,c,5260.0,9.0,2012.0,0,0.0,0.0,0
469,c,c,710.0,9.0,2005.0,0,0.0,0.0,0
470,a,c,50.0,0.0,0.0,0,0.0,0.0,0
471,d,a,5300.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
472,c,c,5030.0,8.0,2011.0,0,0.0,0.0,0
473,a,a,50.0,0.0,0.0,0,0.0,0.0,0
474,c,a,14810.0,0.0,0.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
475,a,a,140.0,9.0,2005.0,0,0.0,0.0,0
476,d,a,8300.0,9.0,2006.0,0,0.0,0.0,0
477,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
478,d,c,1940.0,3.0,2012.0,0,0.0,0.0,0
479,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
480,a,a,300.0,11.0,2012.0,0,0.0,0.0,0
481,c,c,7470.0,0.0,0.0,1,44.0,2012.0,"Feb,May,Aug,Nov"
482,c,a,2550.0,10.0,2005.0,0,0.0,0.0,0
483,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
484,a,c,14300.0,3.0,2011.0,0,0.0,0.0,0
485,d,c,3270.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
486,a,a,2320.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
487,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
488,a,c,2890.0,4.0,2014.0,0,0.0,0.0,0
489,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
490,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
491,d,c,4680.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
492,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
493,d,c,1150.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
494,b,a,1260.0,6.0,2011.0,0,0.0,0.0,0
495,d,a,5470.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
496,d,c,2780.0,6.0,2015.0,0,0.0,0.0,0
497,a,c,1610.0,0.0,0.0,0,0.0,0.0,0
498,a,a,990.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
499,c,c,450.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
500,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
501,a,c,1620.0,9.0,2006.0,0,0.0,0.0,0
502,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
503,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
504,c,c,820.0,0.0,0.0,0,0.0,0.0,0
505,a,a,350.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
506,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
507,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
508,a,c,1280.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
509,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
510,a,c,8260.0,0.0,0.0,0,0.0,0.0,0
511,a,a,2060.0,9.0,2009.0,0,0.0,0.0,0
512,b,b,590.0,0.0,0.0,1,5.0,2013.0,"Mar,Jun,Sept,Dec"
513,a,a,400.0,8.0,2013.0,0,0.0,0.0,0
514,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
515,d,c,11260.0,0.0,0.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
516,a,c,20.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
517,a,c,22490.0,0.0,0.0,0,0.0,0.0,0
518,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
519,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
520,a,c,6900.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
521,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
522,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
523,c,c,50.0,11.0,2013.0,0,0.0,0.0,0
524,a,c,40860.0,9.0,2013.0,0,0.0,0.0,0
525,d,c,1870.0,9.0,2013.0,0,0.0,0.0,0
526,a,a,120.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
527,d,c,5830.0,4.0,2008.0,0,0.0,0.0,0
528,a,c,20620.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
529,d,c,12920.0,9.0,2012.0,0,0.0,0.0,0
530,a,c,18160.0,0.0,0.0,0,0.0,0.0,0
531,a,c,4030.0,0.0,0.0,0,0.0,0.0,0
532,a,c,1070.0,8.0,2010.0,0,0.0,0.0,0
533,a,c,5950.0,0.0,0.0,0,0.0,0.0,0
534,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
535,a,a,3570.0,4.0,2007.0,0,0.0,0.0,0
536,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
537,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
538,a,a,990.0,2.0,2010.0,0,0.0,0.0,0
539,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
540,d,c,810.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
541,a,c,650.0,7.0,1990.0,0,0.0,0.0,0
542,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
543,c,a,1080.0,12.0,2012.0,0,0.0,0.0,0
544,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
545,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
546,a,a,580.0,1.0,2005.0,0,0.0,0.0,0
547,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
548,d,c,3760.0,2.0,2009.0,0,0.0,0.0,0
549,a,c,2330.0,0.0,0.0,0,0.0,0.0,0
550,d,c,50.0,6.0,2015.0,0,0.0,0.0,0
551,a,c,2190.0,9.0,2013.0,0,0.0,0.0,0
552,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
553,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
554,c,c,1200.0,0.0,0.0,0,0.0,0.0,0
555,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
556,d,c,1140.0,11.0,2014.0,0,0.0,0.0,0
557,a,a,250.0,0.0,0.0,0,0.0,0.0,0
558,a,a,3000.0,2.0,2010.0,0,0.0,0.0,0
559,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
560,c,c,1910.0,7.0,2013.0,0,0.0,0.0,0
561,d,a,14300.0,0.0,0.0,0,0.0,0.0,0
562,b,c,1210.0,0.0,0.0,0,0.0,0.0,0
563,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
564,d,c,6540.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
565,a,c,160.0,7.0,2007.0,0,0.0,0.0,0
566,a,a,3620.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
567,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
568,d,c,4270.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
569,a,a,1340.0,9.0,2006.0,0,0.0,0.0,0
570,a,a,180.0,11.0,2006.0,0,0.0,0.0,0
571,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
572,d,c,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
573,a,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
574,d,a,4400.0,0.0,0.0,0,0.0,0.0,0
575,a,a,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
576,c,a,50.0,11.0,2006.0,0,0.0,0.0,0
577,a,c,2270.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
578,d,a,12700.0,4.0,2013.0,0,0.0,0.0,0
579,c,a,20970.0,11.0,2012.0,0,0.0,0.0,0
580,a,c,170.0,2.0,2009.0,0,0.0,0.0,0
581,a,a,7250.0,12.0,2013.0,0,0.0,0.0,0
582,a,a,120.0,0.0,0.0,0,0.0,0.0,0
583,a,a,2640.0,11.0,2002.0,0,0.0,0.0,0
584,d,a,1360.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
585,d,c,440.0,4.0,2014.0,0,0.0,0.0,0
586,a,c,250.0,10.0,2008.0,0,0.0,0.0,0
587,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
588,d,c,15720.0,3.0,2010.0,0,0.0,0.0,0
589,a,c,360.0,0.0,0.0,1,18.0,2013.0,"Feb,May,Aug,Nov"
590,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
591,a,c,3340.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
592,a,a,2540.0,6.0,2005.0,0,0.0,0.0,0
593,a,c,33060.0,3.0,2010.0,0,0.0,0.0,0
594,a,a,1790.0,10.0,2011.0,0,0.0,0.0,0
595,c,c,1130.0,6.0,2015.0,0,0.0,0.0,0
596,c,a,290.0,9.0,2006.0,0,0.0,0.0,0
597,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
598,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
599,d,c,580.0,11.0,2014.0,0,0.0,0.0,0
600,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
601,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
602,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
603,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
604,d,a,10950.0,3.0,2014.0,0,0.0,0.0,0
605,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
606,a,a,2260.0,11.0,2007.0,0,0.0,0.0,0
607,a,a,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
608,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
609,a,a,2070.0,9.0,2007.0,0,0.0,0.0,0
610,a,a,660.0,1.0,2007.0,0,0.0,0.0,0
611,a,a,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
612,d,c,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
613,c,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
614,a,a,1160.0,12.0,2012.0,0,0.0,0.0,0
615,d,a,730.0,8.0,2007.0,0,0.0,0.0,0
616,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
617,a,c,8940.0,0.0,0.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
618,d,c,9910.0,0.0,0.0,0,0.0,0.0,0
619,a,a,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
620,d,c,5440.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
621,a,a,30.0,7.0,2002.0,0,0.0,0.0,0
622,a,c,2325.0,0.0,0.0,0,0.0,0.0,0
623,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
624,a,c,6920.0,9.0,2011.0,0,0.0,0.0,0
625,a,a,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
626,c,c,10740.0,11.0,2013.0,0,0.0,0.0,0
627,c,c,3970.0,3.0,2010.0,0,0.0,0.0,0
628,a,c,2180.0,0.0,0.0,0,0.0,0.0,0
629,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
630,a,a,1690.0,4.0,2015.0,0,0.0,0.0,0
631,d,c,2870.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
632,a,a,3350.0,2.0,2010.0,0,0.0,0.0,0
633,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
634,d,a,18610.0,0.0,0.0,0,0.0,0.0,0
635,a,a,27530.0,4.0,2014.0,0,0.0,0.0,0
636,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
637,d,c,9790.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov"
638,d,a,10170.0,11.0,2001.0,0,0.0,0.0,0
639,a,a,7780.0,11.0,2006.0,0,0.0,0.0,0
640,d,c,8040.0,0.0,0.0,0,0.0,0.0,0
641,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
642,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
643,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
644,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
645,a,a,90.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
646,a,a,620.0,9.0,2014.0,0,0.0,0.0,0
647,a,c,7420.0,4.0,2013.0,0,0.0,0.0,0
648,d,a,2130.0,12.0,2008.0,0,0.0,0.0,0
649,a,a,14570.0,11.0,2002.0,0,0.0,0.0,0
650,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
651,a,a,200.0,0.0,0.0,0,0.0,0.0,0
652,a,a,20390.0,0.0,0.0,0,0.0,0.0,0
653,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
654,c,a,6930.0,9.0,2006.0,0,0.0,0.0,0
655,d,c,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
656,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
657,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
658,d,c,520.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
659,d,a,1590.0,3.0,2012.0,0,0.0,0.0,0
660,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
661,d,c,2140.0,7.0,2013.0,0,0.0,0.0,0
662,d,a,1070.0,0.0,0.0,0,0.0,0.0,0
663,a,c,7860.0,5.0,2005.0,0,0.0,0.0,0
664,d,c,1680.0,10.0,2005.0,0,0.0,0.0,0
665,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
666,c,c,2700.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
667,d,c,2870.0,9.0,2012.0,0,0.0,0.0,0
668,c,a,1270.0,9.0,2010.0,0,0.0,0.0,0
669,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
670,a,a,2060.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
671,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
672,c,a,240.0,9.0,2002.0,0,0.0,0.0,0
673,d,c,15170.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
674,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
675,a,a,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
676,b,b,1410.0,9.0,2008.0,0,0.0,0.0,0
677,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
678,c,a,3250.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
679,a,a,4140.0,9.0,2012.0,0,0.0,0.0,0
680,c,a,170.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
681,a,c,620.0,0.0,0.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec"
682,b,a,150.0,9.0,2006.0,0,0.0,0.0,0
683,a,a,2850.0,7.0,2014.0,0,0.0,0.0,0
684,d,c,680.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
685,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
686,a,a,20050.0,4.0,2002.0,0,0.0,0.0,0
687,d,c,2770.0,0.0,0.0,0,0.0,0.0,0
688,a,a,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
689,d,a,15040.0,10.0,2004.0,0,0.0,0.0,0
690,a,a,100.0,0.0,0.0,0,0.0,0.0,0
691,d,c,3030.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
692,a,a,40.0,8.0,2001.0,0,0.0,0.0,0
693,d,a,450.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
694,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
695,a,a,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
